title,price,img,url
Hello Activated Charcoal Fluoride Free Toothpaste - 82 mL,$5.77,https://i5.walmartimages.ca/images/Thumbnails/664/107/6000202664107.jpg,https://www.walmart.ca/en/ip/hello-activated-charcoal-fluoride-free-toothpaste-82-ml/6000202108186
Hello Goodbye Plaque. Hello Whitening Fluoride Free Toothpaste - 98 mL,$5.77,https://i5.walmartimages.ca/images/Thumbnails/713/042/6000202713042.jpg,https://www.walmart.ca/en/ip/hello-goodbye-plaque-hello-whitening-fluoride-free-toothpaste-98-ml/6000202108531
hello clean + fresh with charcoal naturally friendly deodorant,$8.97,https://i5.walmartimages.ca/images/Thumbnails/959/745/6000204959745.jpg,https://www.walmart.ca/en/ip/hello-clean-fresh-with-charcoal-naturally-friendly-deodorant/PRD15GVGGCZRF14
Hello Watermelon All Ages Kids Fluoride Free Toothpaste - 88 mL,$5.77,https://i5.walmartimages.ca/images/Thumbnails/664/157/6000202664157.jpg,https://www.walmart.ca/en/ip/hello-watermelon-all-ages-kids-fluoride-free-toothpaste-88-ml/6000202106932
Hello Unicorn Sparkle Kids Fluoride Toothpaste,$5.77,https://i5.walmartimages.ca/images/Thumbnails/664/165/6000202664165.jpg,https://www.walmart.ca/en/ip/hello-unicorn-sparkle-kids-fluoride-toothpaste/6000202107836
Hello Good Night Fluoride Free Toothpaste. Lavender Chamomile with Fresh Mint. Vegan & SLS Free. 62ml,$5.77,https://i5.walmartimages.ca/images/Thumbnails/351/934/6000205351934.jpg,https://www.walmart.ca/en/ip/hello-good-night-fluoride-free-toothpaste-lavender-chamomile-with-fresh-mint-vegan-sls-free-62ml/PRD1MUXQSC8Z0B6
hello super fresh mouthwash,$5.77,https://i5.walmartimages.ca/images/Thumbnails/408/814/6000205408814.jpg,https://www.walmart.ca/en/ip/hello-super-fresh-mouthwash-473-ml/PRD5DI3ODDVKEI9
hello sweet coconut deodorant with shea butter,$8.97,https://i5.walmartimages.ca/images/Thumbnails/959/780/6000204959780.jpg,https://www.walmart.ca/en/ip/hello-sweet-coconut-deodorant-with-shea-butter/PRD66I4WTWSHOF4
Hello Good Morning Fluoride Free Toothpaste. Natural Meyer Lemon with Fresh Mint. Vegan. SLS Free. 82ml,$5.77,https://i5.walmartimages.ca/images/Thumbnails/351/843/6000205351843.jpg,https://www.walmart.ca/en/ip/hello-good-morning-fluoride-free-toothpaste-natural-meyer-lemon-with-fresh-mint-vegan-sls-free-82ml/PRD2IJOE7CBLAB5
hello sage + eucalyptus deodorant with shea butter,$8.97,https://i5.walmartimages.ca/images/Thumbnails/636/179/6000204636179.jpg,https://www.walmart.ca/en/ip/hello-sage-eucalyptus-deodorant-with-shea-butter/PRD5B3KVAXE9LN3
Hello Vegan Fluoride Toothpaste. Moisturizing Hemp Seed Oil + Coconut Oil. Super Fresh Family Farmed Spearmint. Naturally Whitening Toothpaste. Helps Remove Plaque . 82ml,$5.77,https://i5.walmartimages.ca/images/Thumbnails/351/783/6000205351783.jpg,https://www.walmart.ca/en/ip/hello-vegan-fluoride-toothpaste-moisturizing-hemp-seed-oil-coconut-oil-super-fresh-family-farmed-spearmint-naturally-whitening-toothpaste-helps-remove/PRD4DYZH0H57VIR
Hello Activated Charcoal Mouthwash - 473mL,$5.77,https://i5.walmartimages.ca/images/Thumbnails/664/379/6000202664379.jpg,https://www.walmart.ca/en/ip/hello-activated-charcoal-mouthwash-473ml-473-ml/6000202106827
hello fresh citrus deodorant with shea butter,$8.97,https://i5.walmartimages.ca/images/Thumbnails/959/757/6000204959757.jpg,https://www.walmart.ca/en/ip/hello-fresh-citrus-deodorant-with-shea-butter/PRD6NTXOOU0PD1H
Hello Bubble Foam Hair Color (7K-Ash Khaki Brown),$15.97,https://i5.walmartimages.ca/images/Thumbnails/915/897/6000206915897.jpg,https://www.walmart.ca/en/ip/hello-bubble-foam-hair-color-7k-ash-khaki-brown-7k-ash-khaki-brown/6000202891338
Herbal Essences Hello Hydration 2IN1 Shampoo Conditioner. Moisture for Hair,$7.27,https://i5.walmartimages.ca/images/Thumbnails/326/682/6000201326682.jpg,https://www.walmart.ca/en/ip/herbal-essences-hello-hydration-2in1-shampoo-conditioner-moisture-for-hair-not-applicable/6000200462854
